"","org","category","type","expense name","expenditureactual","description","expectedattendees","event off campus","collabhso","collabrso","speaker","eventsplanned","attendactual","eventsactual","rollover","externalreceived","totalrollover","date","amount"
"307","Crime & Justice Policy Association","speaker","supplies","Planting Justice Series 2: Environmental Rights and Land Sovereignty",NA,"This event will focus on environmental justice and land rights, with a case study on Colombia. Attendees will engage in hands-on activities like making potted plants while discussing the intersection of environmental conservation, land sovereignty, and community empowerment. Speakers will highlight the role of African descendant communities and grassroots movements in advocating for land rights and environmental protection.

CJPA aims to partner with LVEJO’s - Their mission and accomplishments align perfectly with the event’s focus on environmental justice, land rights, and community empowerment. Their history of grassroots activism, food sovereignty initiatives, and environmental remediation provides a rich foundation for meaningful discussions and activities tied to the event's goals.

Activities included in the event -  this will  be a two part series event on two consecuitve fridays in April

Event 1 - Hands-On Activity: Making Potted Plants - LVEJO’s Semillas de Justicia Community Garden is a prime example of reclaiming contaminated land and transforming it into a thriving green space.Representatives from LVEJO will lead the potted plant activity, sharing their expertise in sustainable gardening techniques while discussing how urban agriculture can empower communities to reclaim land and promote food sovereignty.This activity could highlight how ancestral farming practices are preserved and passed on through such initiatives.

Event 2 -  Land Justice & Global Connections - LVEJO’s work in addressing environmental racism in Little Village mirrors struggles faced by descendant communities in Colombia. Both involve fighting for land rights, resisting industrial exploitation, and advocating for community-led solutions. In a lecture / workshop LVEJO will provide a comparative perspective, showcasing how local efforts in Chicago connect to global movements for land sovereignty and environmental justice. Speakers are TBD but we are in talks with Juliana Pino (Deputy Director) or Kim Wasserman (Executive Director) to discuss how community-led efforts can reclaim land, protect health, and create sustainable futures.
",NA,"TRUE","FALSE","FALSE","YES - WOMEN",4,85,5,86,0,86,NA,NA
"308","Crime & Justice Policy Association","speaker","equipment","Planting Justice Series 2: Environmental Rights and Land Sovereignty",NA,"This event will focus on environmental justice and land rights, with a case study on Colombia. Attendees will engage in hands-on activities like making potted plants while discussing the intersection of environmental conservation, land sovereignty, and community empowerment. Speakers will highlight the role of African descendant communities and grassroots movements in advocating for land rights and environmental protection.

CJPA aims to partner with LVEJO’s - Their mission and accomplishments align perfectly with the event’s focus on environmental justice, land rights, and community empowerment. Their history of grassroots activism, food sovereignty initiatives, and environmental remediation provides a rich foundation for meaningful discussions and activities tied to the event's goals.

Activities included in the event -  this will  be a two part series event on two consecuitve fridays in April

Event 1 - Hands-On Activity: Making Potted Plants - LVEJO’s Semillas de Justicia Community Garden is a prime example of reclaiming contaminated land and transforming it into a thriving green space.Representatives from LVEJO will lead the potted plant activity, sharing their expertise in sustainable gardening techniques while discussing how urban agriculture can empower communities to reclaim land and promote food sovereignty.This activity could highlight how ancestral farming practices are preserved and passed on through such initiatives.

Event 2 -  Land Justice & Global Connections - LVEJO’s work in addressing environmental racism in Little Village mirrors struggles faced by descendant communities in Colombia. Both involve fighting for land rights, resisting industrial exploitation, and advocating for community-led solutions. In a lecture / workshop LVEJO will provide a comparative perspective, showcasing how local efforts in Chicago connect to global movements for land sovereignty and environmental justice. Speakers are TBD but we are in talks with Juliana Pino (Deputy Director) or Kim Wasserman (Executive Director) to discuss how community-led efforts can reclaim land, protect health, and create sustainable futures.
",NA,"TRUE","FALSE","FALSE","YES - WOMEN",4,85,5,86,0,86,NA,NA
"309","Crime & Justice Policy Association","speaker","services","Planting Justice Series 2: Environmental Rights and Land Sovereignty",NA,"This event will focus on environmental justice and land rights, with a case study on Colombia. Attendees will engage in hands-on activities like making potted plants while discussing the intersection of environmental conservation, land sovereignty, and community empowerment. Speakers will highlight the role of African descendant communities and grassroots movements in advocating for land rights and environmental protection.

CJPA aims to partner with LVEJO’s - Their mission and accomplishments align perfectly with the event’s focus on environmental justice, land rights, and community empowerment. Their history of grassroots activism, food sovereignty initiatives, and environmental remediation provides a rich foundation for meaningful discussions and activities tied to the event's goals.

Activities included in the event -  this will  be a two part series event on two consecuitve fridays in April

Event 1 - Hands-On Activity: Making Potted Plants - LVEJO’s Semillas de Justicia Community Garden is a prime example of reclaiming contaminated land and transforming it into a thriving green space.Representatives from LVEJO will lead the potted plant activity, sharing their expertise in sustainable gardening techniques while discussing how urban agriculture can empower communities to reclaim land and promote food sovereignty.This activity could highlight how ancestral farming practices are preserved and passed on through such initiatives.

Event 2 -  Land Justice & Global Connections - LVEJO’s work in addressing environmental racism in Little Village mirrors struggles faced by descendant communities in Colombia. Both involve fighting for land rights, resisting industrial exploitation, and advocating for community-led solutions. In a lecture / workshop LVEJO will provide a comparative perspective, showcasing how local efforts in Chicago connect to global movements for land sovereignty and environmental justice. Speakers are TBD but we are in talks with Juliana Pino (Deputy Director) or Kim Wasserman (Executive Director) to discuss how community-led efforts can reclaim land, protect health, and create sustainable futures.
",NA,"TRUE","FALSE","FALSE","YES - WOMEN",4,85,5,86,0,86,NA,NA
"310","Crime & Justice Policy Association","speaker","miscellaneous","Planting Justice Series 2: Environmental Rights and Land Sovereignty",NA,"This event will focus on environmental justice and land rights, with a case study on Colombia. Attendees will engage in hands-on activities like making potted plants while discussing the intersection of environmental conservation, land sovereignty, and community empowerment. Speakers will highlight the role of African descendant communities and grassroots movements in advocating for land rights and environmental protection.

CJPA aims to partner with LVEJO’s - Their mission and accomplishments align perfectly with the event’s focus on environmental justice, land rights, and community empowerment. Their history of grassroots activism, food sovereignty initiatives, and environmental remediation provides a rich foundation for meaningful discussions and activities tied to the event's goals.

Activities included in the event -  this will  be a two part series event on two consecuitve fridays in April

Event 1 - Hands-On Activity: Making Potted Plants - LVEJO’s Semillas de Justicia Community Garden is a prime example of reclaiming contaminated land and transforming it into a thriving green space.Representatives from LVEJO will lead the potted plant activity, sharing their expertise in sustainable gardening techniques while discussing how urban agriculture can empower communities to reclaim land and promote food sovereignty.This activity could highlight how ancestral farming practices are preserved and passed on through such initiatives.

Event 2 -  Land Justice & Global Connections - LVEJO’s work in addressing environmental racism in Little Village mirrors struggles faced by descendant communities in Colombia. Both involve fighting for land rights, resisting industrial exploitation, and advocating for community-led solutions. In a lecture / workshop LVEJO will provide a comparative perspective, showcasing how local efforts in Chicago connect to global movements for land sovereignty and environmental justice. Speakers are TBD but we are in talks with Juliana Pino (Deputy Director) or Kim Wasserman (Executive Director) to discuss how community-led efforts can reclaim land, protect health, and create sustainable futures.
",NA,"TRUE","FALSE","FALSE","YES - WOMEN",4,85,5,86,0,86,NA,NA
"311","Crime & Justice Policy Association","speaker","refreshments","Global Drug Policy: Perspectives for Reform",NA,"This event will focus on drug policy reform in Chicago, connecting local harm reduction efforts with global approaches. Discussions will explore the environmental and social impacts of punitive drug policies, alternative strategies like harm reduction, and science-based solutions to substance use challenges. Attendees will engage in workshops, panel discussions, and interactive dialogues to understand how Chicago can lead in adopting progressive drug policies.

Partner Organization: Chicago Recovery Alliance (CRA)

The Chicago Recovery Alliance is a pioneering harm reduction organization that provides services such as naloxone distribution, syringe exchange, and fentanyl testing. They operate mobile outreach units across Chicago neighborhoods, focusing on reducing drug-related harm and building community trust. CRA emphasizes public health approaches over punitive measures to address substance use challenges.

CRA will lead a workshop on harm reduction practices, such as naloxone training and safer drug use strategies. Bring awareness on their mobile outreach model as an example of effective community-based interventions. CRA representatives,  Executive Director John Werning (TBD), will share insights on how harm reduction policies have saved lives in Chicago and discuss the challenges of implementing these programs in underserved areas.",30,"FALSE","FALSE","FALSE","YES",4,85,5,86,0,86,NA,450
"312","Crime & Justice Policy Association","speaker","supplies","Global Drug Policy: Perspectives for Reform",NA,"This event will focus on drug policy reform in Chicago, connecting local harm reduction efforts with global approaches. Discussions will explore the environmental and social impacts of punitive drug policies, alternative strategies like harm reduction, and science-based solutions to substance use challenges. Attendees will engage in workshops, panel discussions, and interactive dialogues to understand how Chicago can lead in adopting progressive drug policies.

Partner Organization: Chicago Recovery Alliance (CRA)

The Chicago Recovery Alliance is a pioneering harm reduction organization that provides services such as naloxone distribution, syringe exchange, and fentanyl testing. They operate mobile outreach units across Chicago neighborhoods, focusing on reducing drug-related harm and building community trust. CRA emphasizes public health approaches over punitive measures to address substance use challenges.

CRA will lead a workshop on harm reduction practices, such as naloxone training and safer drug use strategies. Bring awareness on their mobile outreach model as an example of effective community-based interventions. CRA representatives,  Executive Director John Werning (TBD), will share insights on how harm reduction policies have saved lives in Chicago and discuss the challenges of implementing these programs in underserved areas.",30,"FALSE","FALSE","FALSE","YES",4,85,5,86,0,86,NA,NA
"313","Crime & Justice Policy Association","speaker","equipment","Global Drug Policy: Perspectives for Reform",NA,"This event will focus on drug policy reform in Chicago, connecting local harm reduction efforts with global approaches. Discussions will explore the environmental and social impacts of punitive drug policies, alternative strategies like harm reduction, and science-based solutions to substance use challenges. Attendees will engage in workshops, panel discussions, and interactive dialogues to understand how Chicago can lead in adopting progressive drug policies.

Partner Organization: Chicago Recovery Alliance (CRA)

The Chicago Recovery Alliance is a pioneering harm reduction organization that provides services such as naloxone distribution, syringe exchange, and fentanyl testing. They operate mobile outreach units across Chicago neighborhoods, focusing on reducing drug-related harm and building community trust. CRA emphasizes public health approaches over punitive measures to address substance use challenges.

CRA will lead a workshop on harm reduction practices, such as naloxone training and safer drug use strategies. Bring awareness on their mobile outreach model as an example of effective community-based interventions. CRA representatives,  Executive Director John Werning (TBD), will share insights on how harm reduction policies have saved lives in Chicago and discuss the challenges of implementing these programs in underserved areas.",30,"FALSE","FALSE","FALSE","YES",4,85,5,86,0,86,NA,NA
"314","Crime & Justice Policy Association","speaker","services","Global Drug Policy: Perspectives for Reform",NA,"This event will focus on drug policy reform in Chicago, connecting local harm reduction efforts with global approaches. Discussions will explore the environmental and social impacts of punitive drug policies, alternative strategies like harm reduction, and science-based solutions to substance use challenges. Attendees will engage in workshops, panel discussions, and interactive dialogues to understand how Chicago can lead in adopting progressive drug policies.

Partner Organization: Chicago Recovery Alliance (CRA)

The Chicago Recovery Alliance is a pioneering harm reduction organization that provides services such as naloxone distribution, syringe exchange, and fentanyl testing. They operate mobile outreach units across Chicago neighborhoods, focusing on reducing drug-related harm and building community trust. CRA emphasizes public health approaches over punitive measures to address substance use challenges.

CRA will lead a workshop on harm reduction practices, such as naloxone training and safer drug use strategies. Bring awareness on their mobile outreach model as an example of effective community-based interventions. CRA representatives,  Executive Director John Werning (TBD), will share insights on how harm reduction policies have saved lives in Chicago and discuss the challenges of implementing these programs in underserved areas.",30,"FALSE","FALSE","FALSE","YES",4,85,5,86,0,86,NA,NA
"315","Crime & Justice Policy Association","speaker","miscellaneous","Global Drug Policy: Perspectives for Reform",NA,"This event will focus on drug policy reform in Chicago, connecting local harm reduction efforts with global approaches. Discussions will explore the environmental and social impacts of punitive drug policies, alternative strategies like harm reduction, and science-based solutions to substance use challenges. Attendees will engage in workshops, panel discussions, and interactive dialogues to understand how Chicago can lead in adopting progressive drug policies.

Partner Organization: Chicago Recovery Alliance (CRA)

The Chicago Recovery Alliance is a pioneering harm reduction organization that provides services such as naloxone distribution, syringe exchange, and fentanyl testing. They operate mobile outreach units across Chicago neighborhoods, focusing on reducing drug-related harm and building community trust. CRA emphasizes public health approaches over punitive measures to address substance use challenges.

CRA will lead a workshop on harm reduction practices, such as naloxone training and safer drug use strategies. Bring awareness on their mobile outreach model as an example of effective community-based interventions. CRA representatives,  Executive Director John Werning (TBD), will share insights on how harm reduction policies have saved lives in Chicago and discuss the challenges of implementing these programs in underserved areas.",30,"FALSE","FALSE","FALSE","YES",4,85,5,86,0,86,NA,NA
"316","Crime & Justice Policy Association","speaker","refreshments","Circles of Peace: Restorative Justice in Action",NA,"Centered around restorative justice practices, this event will feature peace circles as a tool for community healing and social change. Attendees will participate in interactive workshops led by local restorative justice practitioners from Chicago’s South Side. Discussions will address systemic issues such as the school-to-prison pipeline and explore how restorative practices can build stronger, more equitable communities.

Partner Organization: Precious Blood Ministry of Reconciliation (PBMR) - based in Chicago’s Back of the Yards neighborhood and is dedicated to fostering healing and repairing relationships through restorative justice practices. Their initiatives include peace circles, community-building efforts, and addressing harm caused by violence and systemic inequities. PBMR emphasizes Indigenous teachings and proactive strategies to create a culture of connectivity where all community members thrive.

Workshop Facilitators: PBMR will lead peace circle workshops, teaching attendees how to use circles for conflict resolution, grief processing, and collective decision-making. They will share their experience in using peace circles to address harm and build stronger community bonds. Representatives from PBMR will join discussions on how restorative justice practices address systemic issues like the school-to-prison pipeline and foster equity in underserved communities. PBMR will also have a booth showcasing their programs, such as Just Peace, and provide resources for attendees interested in implementing restorative practices in their own communities.

Speaker: Emmanuel Andre (Co-Founder of Circles & Ciphers) to discuss the transformative power of peace circles in Chicago’s neighborhoods",NA,"FALSE","FALSE","FALSE","YES - POC",4,85,5,86,0,86,NA,480
"317","Crime & Justice Policy Association","speaker","supplies","Circles of Peace: Restorative Justice in Action",NA,"Centered around restorative justice practices, this event will feature peace circles as a tool for community healing and social change. Attendees will participate in interactive workshops led by local restorative justice practitioners from Chicago’s South Side. Discussions will address systemic issues such as the school-to-prison pipeline and explore how restorative practices can build stronger, more equitable communities.

Partner Organization: Precious Blood Ministry of Reconciliation (PBMR) - based in Chicago’s Back of the Yards neighborhood and is dedicated to fostering healing and repairing relationships through restorative justice practices. Their initiatives include peace circles, community-building efforts, and addressing harm caused by violence and systemic inequities. PBMR emphasizes Indigenous teachings and proactive strategies to create a culture of connectivity where all community members thrive.

Workshop Facilitators: PBMR will lead peace circle workshops, teaching attendees how to use circles for conflict resolution, grief processing, and collective decision-making. They will share their experience in using peace circles to address harm and build stronger community bonds. Representatives from PBMR will join discussions on how restorative justice practices address systemic issues like the school-to-prison pipeline and foster equity in underserved communities. PBMR will also have a booth showcasing their programs, such as Just Peace, and provide resources for attendees interested in implementing restorative practices in their own communities.

Speaker: Emmanuel Andre (Co-Founder of Circles & Ciphers) to discuss the transformative power of peace circles in Chicago’s neighborhoods",NA,"FALSE","FALSE","FALSE","YES - POC",4,85,5,86,0,86,NA,NA
"318","Crime & Justice Policy Association","speaker","equipment","Circles of Peace: Restorative Justice in Action",NA,"Centered around restorative justice practices, this event will feature peace circles as a tool for community healing and social change. Attendees will participate in interactive workshops led by local restorative justice practitioners from Chicago’s South Side. Discussions will address systemic issues such as the school-to-prison pipeline and explore how restorative practices can build stronger, more equitable communities.

Partner Organization: Precious Blood Ministry of Reconciliation (PBMR) - based in Chicago’s Back of the Yards neighborhood and is dedicated to fostering healing and repairing relationships through restorative justice practices. Their initiatives include peace circles, community-building efforts, and addressing harm caused by violence and systemic inequities. PBMR emphasizes Indigenous teachings and proactive strategies to create a culture of connectivity where all community members thrive.

Workshop Facilitators: PBMR will lead peace circle workshops, teaching attendees how to use circles for conflict resolution, grief processing, and collective decision-making. They will share their experience in using peace circles to address harm and build stronger community bonds. Representatives from PBMR will join discussions on how restorative justice practices address systemic issues like the school-to-prison pipeline and foster equity in underserved communities. PBMR will also have a booth showcasing their programs, such as Just Peace, and provide resources for attendees interested in implementing restorative practices in their own communities.

Speaker: Emmanuel Andre (Co-Founder of Circles & Ciphers) to discuss the transformative power of peace circles in Chicago’s neighborhoods",NA,"FALSE","FALSE","FALSE","YES - POC",4,85,5,86,0,86,NA,NA
"319","Crime & Justice Policy Association","speaker","services","Circles of Peace: Restorative Justice in Action",NA,"Centered around restorative justice practices, this event will feature peace circles as a tool for community healing and social change. Attendees will participate in interactive workshops led by local restorative justice practitioners from Chicago’s South Side. Discussions will address systemic issues such as the school-to-prison pipeline and explore how restorative practices can build stronger, more equitable communities.

Partner Organization: Precious Blood Ministry of Reconciliation (PBMR) - based in Chicago’s Back of the Yards neighborhood and is dedicated to fostering healing and repairing relationships through restorative justice practices. Their initiatives include peace circles, community-building efforts, and addressing harm caused by violence and systemic inequities. PBMR emphasizes Indigenous teachings and proactive strategies to create a culture of connectivity where all community members thrive.

Workshop Facilitators: PBMR will lead peace circle workshops, teaching attendees how to use circles for conflict resolution, grief processing, and collective decision-making. They will share their experience in using peace circles to address harm and build stronger community bonds. Representatives from PBMR will join discussions on how restorative justice practices address systemic issues like the school-to-prison pipeline and foster equity in underserved communities. PBMR will also have a booth showcasing their programs, such as Just Peace, and provide resources for attendees interested in implementing restorative practices in their own communities.

Speaker: Emmanuel Andre (Co-Founder of Circles & Ciphers) to discuss the transformative power of peace circles in Chicago’s neighborhoods",NA,"FALSE","FALSE","FALSE","YES - POC",4,85,5,86,0,86,NA,NA
"320","Crime & Justice Policy Association","speaker","miscellaneous","Circles of Peace: Restorative Justice in Action",NA,"Centered around restorative justice practices, this event will feature peace circles as a tool for community healing and social change. Attendees will participate in interactive workshops led by local restorative justice practitioners from Chicago’s South Side. Discussions will address systemic issues such as the school-to-prison pipeline and explore how restorative practices can build stronger, more equitable communities.

Partner Organization: Precious Blood Ministry of Reconciliation (PBMR) - based in Chicago’s Back of the Yards neighborhood and is dedicated to fostering healing and repairing relationships through restorative justice practices. Their initiatives include peace circles, community-building efforts, and addressing harm caused by violence and systemic inequities. PBMR emphasizes Indigenous teachings and proactive strategies to create a culture of connectivity where all community members thrive.

Workshop Facilitators: PBMR will lead peace circle workshops, teaching attendees how to use circles for conflict resolution, grief processing, and collective decision-making. They will share their experience in using peace circles to address harm and build stronger community bonds. Representatives from PBMR will join discussions on how restorative justice practices address systemic issues like the school-to-prison pipeline and foster equity in underserved communities. PBMR will also have a booth showcasing their programs, such as Just Peace, and provide resources for attendees interested in implementing restorative practices in their own communities.

Speaker: Emmanuel Andre (Co-Founder of Circles & Ciphers) to discuss the transformative power of peace circles in Chicago’s neighborhoods",NA,"FALSE","FALSE","FALSE","YES - POC",4,85,5,86,0,86,NA,NA
"321","Chicago Policy Review","speaker","refreshments","We Are: BAPPS/ CPR",50,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"322","Chicago Policy Review","speaker","supplies","We Are: BAPPS/ CPR",50,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"323","Chicago Policy Review","speaker","equipment","We Are: BAPPS/ CPR",50,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"324","Chicago Policy Review","speaker","services","We Are: BAPPS/ CPR",50,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"325","Chicago Policy Review","speaker","miscellaneous","We Are: BAPPS/ CPR",50,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"326","Chicago Policy Review","promotion","refreshments","Email CRM Software",150,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"327","Chicago Policy Review","promotion","supplies","Email CRM Software",150,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"328","Chicago Policy Review","promotion","equipment","Email CRM Software",150,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"329","Chicago Policy Review","promotion","services","Email CRM Software",150,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"330","Chicago Policy Review","promotion","miscellaneous","Email CRM Software",150,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"331","Chicago Policy Review","publication","refreshments","Print Publication Design Software",100,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"332","Chicago Policy Review","publication","supplies","Print Publication Design Software",100,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"333","Chicago Policy Review","publication","equipment","Print Publication Design Software",100,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"334","Chicago Policy Review","publication","services","Print Publication Design Software",100,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"335","Chicago Policy Review","publication","miscellaneous","Print Publication Design Software",100,NA,NA,NA,NA,NA,NA,NA,5,3,2320.45,0,2320.45,NA,NA
"336","Chicago Policy Review","promotion","refreshments","Email/Newsletter CRM",NA,"As a publication, our relationship with our readers is paramount to our success. We are hoping to scope out a new software to be billed annually in the start of each calendar year that will be interactive and effective for our readership base, alumni, and current staff to engage with. We have been locked out of the Harris provided CRM and it has resulted in lost readership and donations to our print publication.",NA,"NA","NA","NA","NA",4,5,3,2320.45,0,2320.45,NA,NA
"337","Chicago Policy Review","promotion","supplies","Email/Newsletter CRM",NA,"As a publication, our relationship with our readers is paramount to our success. We are hoping to scope out a new software to be billed annually in the start of each calendar year that will be interactive and effective for our readership base, alumni, and current staff to engage with. We have been locked out of the Harris provided CRM and it has resulted in lost readership and donations to our print publication.",NA,"NA","NA","NA","NA",4,5,3,2320.45,0,2320.45,NA,NA
"338","Chicago Policy Review","promotion","equipment","Email/Newsletter CRM",NA,"As a publication, our relationship with our readers is paramount to our success. We are hoping to scope out a new software to be billed annually in the start of each calendar year that will be interactive and effective for our readership base, alumni, and current staff to engage with. We have been locked out of the Harris provided CRM and it has resulted in lost readership and donations to our print publication.",NA,"NA","NA","NA","NA",4,5,3,2320.45,0,2320.45,NA,NA
"339","Chicago Policy Review","promotion","services","Email/Newsletter CRM",NA,"As a publication, our relationship with our readers is paramount to our success. We are hoping to scope out a new software to be billed annually in the start of each calendar year that will be interactive and effective for our readership base, alumni, and current staff to engage with. We have been locked out of the Harris provided CRM and it has resulted in lost readership and donations to our print publication.",NA,"NA","NA","NA","NA",4,5,3,2320.45,0,2320.45,NA,NA
"340","Chicago Policy Review","promotion","miscellaneous","Email/Newsletter CRM",NA,"As a publication, our relationship with our readers is paramount to our success. We are hoping to scope out a new software to be billed annually in the start of each calendar year that will be interactive and effective for our readership base, alumni, and current staff to engage with. We have been locked out of the Harris provided CRM and it has resulted in lost readership and donations to our print publication.",NA,"NA","NA","NA","NA",4,5,3,2320.45,0,2320.45,NA,300
"341","Chicago Policy Review","publication","refreshments","CPR Annual Print Publication",NA,"Curated from a year of in-depth research, rigorous debate, and nuanced writing, the annual Chicago Policy Print Edition encapsulates the very best of our staff's published work. Each article, handpicked for its relevance and impact, reflects the commitment of our scholars, researchers, and writers. This collection is not just a testament to academic rigor; it's a mirror to the ever-evolving political landscape, capturing the most pressing policy challenges and innovative solutions of our time. With its blend of analytical insights and accessible prose, the Print Edition is an essential read for policy enthusiasts, practitioners, and casual readers alike. It is also used as a recruitement tool for prospective students and as a compilation of Harris student impact more broadly. 

NOTE: Although this initiative occurs in the spring quarter, it is our single largest organizational expense. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",NA,"NA",NA,"Writing Workshop",NA,4,5,3,2320.45,0,2320.45,NA,NA
"342","Chicago Policy Review","publication","supplies","CPR Annual Print Publication",NA,"Curated from a year of in-depth research, rigorous debate, and nuanced writing, the annual Chicago Policy Print Edition encapsulates the very best of our staff's published work. Each article, handpicked for its relevance and impact, reflects the commitment of our scholars, researchers, and writers. This collection is not just a testament to academic rigor; it's a mirror to the ever-evolving political landscape, capturing the most pressing policy challenges and innovative solutions of our time. With its blend of analytical insights and accessible prose, the Print Edition is an essential read for policy enthusiasts, practitioners, and casual readers alike. It is also used as a recruitement tool for prospective students and as a compilation of Harris student impact more broadly. 

NOTE: Although this initiative occurs in the spring quarter, it is our single largest organizational expense. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",NA,"NA",NA,"Writing Workshop",NA,4,5,3,2320.45,0,2320.45,NA,300
"343","Chicago Policy Review","publication","equipment","CPR Annual Print Publication",NA,"Curated from a year of in-depth research, rigorous debate, and nuanced writing, the annual Chicago Policy Print Edition encapsulates the very best of our staff's published work. Each article, handpicked for its relevance and impact, reflects the commitment of our scholars, researchers, and writers. This collection is not just a testament to academic rigor; it's a mirror to the ever-evolving political landscape, capturing the most pressing policy challenges and innovative solutions of our time. With its blend of analytical insights and accessible prose, the Print Edition is an essential read for policy enthusiasts, practitioners, and casual readers alike. It is also used as a recruitement tool for prospective students and as a compilation of Harris student impact more broadly. 

NOTE: Although this initiative occurs in the spring quarter, it is our single largest organizational expense. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",NA,"NA",NA,"Writing Workshop",NA,4,5,3,2320.45,0,2320.45,NA,1200
"344","Chicago Policy Review","publication","services","CPR Annual Print Publication",NA,"Curated from a year of in-depth research, rigorous debate, and nuanced writing, the annual Chicago Policy Print Edition encapsulates the very best of our staff's published work. Each article, handpicked for its relevance and impact, reflects the commitment of our scholars, researchers, and writers. This collection is not just a testament to academic rigor; it's a mirror to the ever-evolving political landscape, capturing the most pressing policy challenges and innovative solutions of our time. With its blend of analytical insights and accessible prose, the Print Edition is an essential read for policy enthusiasts, practitioners, and casual readers alike. It is also used as a recruitement tool for prospective students and as a compilation of Harris student impact more broadly. 

NOTE: Although this initiative occurs in the spring quarter, it is our single largest organizational expense. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",NA,"NA",NA,"Writing Workshop",NA,4,5,3,2320.45,0,2320.45,NA,NA
"345","Chicago Policy Review","publication","miscellaneous","CPR Annual Print Publication",NA,"Curated from a year of in-depth research, rigorous debate, and nuanced writing, the annual Chicago Policy Print Edition encapsulates the very best of our staff's published work. Each article, handpicked for its relevance and impact, reflects the commitment of our scholars, researchers, and writers. This collection is not just a testament to academic rigor; it's a mirror to the ever-evolving political landscape, capturing the most pressing policy challenges and innovative solutions of our time. With its blend of analytical insights and accessible prose, the Print Edition is an essential read for policy enthusiasts, practitioners, and casual readers alike. It is also used as a recruitement tool for prospective students and as a compilation of Harris student impact more broadly. 

NOTE: Although this initiative occurs in the spring quarter, it is our single largest organizational expense. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",NA,"NA",NA,"Writing Workshop",NA,4,5,3,2320.45,0,2320.45,NA,NA
"346","Chicago Policy Review","workshop","refreshments","Print Publication Networking Launch Event",NA,"We will be celebrating our accomplishments from this past academic year which has culminated in an incredible print edition showcasing a selection of our best published work. Mingle with Chicago Policy Review staff, UChicago faculty and leadership, UChicago alumni, and community partners. The occasion will be marked with a cocktail reception and remarks from our Editor-in-Chief, Director of Print Publications, Harris leadership, and a keynote speaker that is significant to CPR's legacy, values, or vision. This event will aim to connect students to tangible job opportunities and networking within the field of policy communication. 

NOTE: Although this event takes place in the spring quarter, it is one of our largest organizational expenses aside from the print edition itself. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",150,"Yes",NA,"Writing Workshop","Yes, TBD on demographic status-  our short list is all women.",4,5,3,2320.45,0,2320.45,NA,500
"347","Chicago Policy Review","workshop","supplies","Print Publication Networking Launch Event",NA,"We will be celebrating our accomplishments from this past academic year which has culminated in an incredible print edition showcasing a selection of our best published work. Mingle with Chicago Policy Review staff, UChicago faculty and leadership, UChicago alumni, and community partners. The occasion will be marked with a cocktail reception and remarks from our Editor-in-Chief, Director of Print Publications, Harris leadership, and a keynote speaker that is significant to CPR's legacy, values, or vision. This event will aim to connect students to tangible job opportunities and networking within the field of policy communication. 

NOTE: Although this event takes place in the spring quarter, it is one of our largest organizational expenses aside from the print edition itself. As such, we aim to engage in budgeting best practices and ask for a portion of HSG funding each quarter to allocate towards this expense.",150,"Yes",NA,"Writing Workshop","Yes, TBD on demographic status-  our short list is all women.",4,5,3,2320.45,0,2320.45,NA,500
